Movie Spanish,Movie Name real,mi_info,Year,Runtime,Genre,Rating,Director,Language,Country,sinopsis,plataformas,links_plataformas
Bajo el peso de la ley,Bajo el peso de la ley,carcel,1986,107,"Crimen, Drama, Comedia",7.3,Jim Jarmusch,en,"United States of America, Germany","Tres hombres muy diferentes se conocen al compartir celda en una cárcel de Louisiana. Zack es un DJ; Jack, un chulo de poca monta y Roberto, un turista italiano.",,
Barry lyndon,Barry Lyndon,,1975,188,"Drama, Romance, Bélica, Historia",7.998,Stanley Kubrick,en,"United Kingdom, United States of America","Siglo XVIII. El joven Redmond Barry, huérfano de padre, se ha enamorado de su prima, a la que también pretende el Capitán John Quin. El asunto se resuelve por medio de un duelo, del que Redmond resulta vencedor. A continuación se va a Dublín y decide alistarse en el ejército inglés, donde empieza a desarrollar sus extraordinarias habilidades para sobrevivir. Estando en Alemania, se le presenta la posibilidad de desertar, pero es capturado por el Capitán Potzdorf, un oficial prusiano que le ofrece la posibilidad de unirse a sus tropas o ser colgado por desertor. Una vez en el ejército prusiano, tiene la fortuna de salvarle la vida a Potzdorf, lo que le abre las puertas del servicio secreto prusiano.","Movistar Plus+ Ficción Total , Movistar Plus+, Filmin",https://www.themoviedb.org/movie/3175-barry-lyndon/watch?locale=ES
Beautiful girls,Beautiful Girl Hunter,,1979,100,"Terror, Suspense",6.288,Norifumi Suzuki,ja,Japan,"Un criminal fugado viola a una mujer que parece disfrutarlo mientras el marido está amordazado observando, a partir de entonces la vida de ella ya no será igual...",,
Beetlejuice,Bitelchús Bitelchús,,2024,105,"Comedia, Fantasía, Terror",6.934,Tim Burton,en,United States of America,"Tras una inesperada tragedia familiar, tres generaciones de la familia Deetz regresan a Winter River. La vida de Lydia, todavía atormentada por Bitelchús, da un vuelco cuando su rebelde hija adolescente, Astrid, descubre la misteriosa maqueta de la ciudad en el desván y el portal al Más Allá se abre accidentalmente. Con los problemas que se avecinan en ambos reinos, es sólo cuestión de tiempo que alguien diga el nombre de Bitelchús tres veces y el travieso demonio regrese para desatar su propio caos.","HBO Max Amazon Channel, Netflix Standard with Ads, HBO Max, Netflix",https://www.themoviedb.org/movie/917496-beetlejuice-beetlejuice/watch?locale=ES
Beginners,Beginners (Principiantes),,2011,104,"Drama, Romance, Comedia",6.835,Mike Mills,en,United States of America,"Oliver conoce a la impredecible e irreverente Anna unos meses después de la muerte de su padre. Mientras, los recuerdos de su padre Hal —un hombre que, tras más de cuatro décadas de matrimonio, salió del armario a los 75 años— siguen aflorando. Ahora Oliver se esfuerza por amar a Anna con la valentía y el humor que él le enseñó.",,https://www.themoviedb.org/movie/55347-beginners/watch?locale=ES
Below her mouth,Below Her Mouth,LGTB,2017,92,"Drama, Romance",6.803,April Mullen,en,Canada,"Dallas (Erika Linder), quien acaba de terminar con su pareja, lleva a cabo la agresiva seducción de Jasmine (Natalie Krill), una aparente heterosexual, comprometida a casarse con su novio.",,
Ben x,Un mañana mejor,plot twist,1986,95,"Acción, Crimen, Drama",7.385,John Woo,cn,Hong Kong,"Ho y Mark pertenecen a la mafia y Kit, el hermano pequeño de Ho, es policía. Después de realizar un trato que sale terriblemente mal, Ho es detenido por la policía y Kit queda totalmente perplejo al conocer su verdadera identidad. Tres años después, Ho sale de prisión y se encuentra con un hermano que no quiere saber nada de él y un jefe de la mafia que quiere volver a hundirlo. Por suerte, Mark Lee está para ayudarlo.","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/11471/watch?locale=ES
Betty,Betty Blue,LGTB,1986,185,"Drama, Romance",7.202,Jean-Jacques Beineix,fr,France,"Zorg es un manitas que trabaja en Francia como encargado de unos bungalows en la playa. Su vida es tranquila y pacífica, trabaja con dedicación y escribe en su tiempo libre. Pero un día Betty entra en su vida, una joven tan bella como salvaje e impredecible. De repente, el carácter sin reglas de Betty empieza a descontrolarse.",,
Big bad wolves,Big Bad Wolves,,2013,110,"Comedia, Crimen, Suspense, Terror, Drama",6.616,Navot Papushado,he,Israel,"Una serie de brutales asesinatos provocan la inestabilidad en un pueblo alejado de la metrópoli. Estos duros acontecimientos provocarán que la vida de tres hombres quede entrelazada entre sí para siempre.  El padre de la primera víctima cuya sed de venganza es insostenible viendo la ineficacia policial a la hora de resolver el caso, un detective de policía que a la hora de resolver un conflicto decide actuar en el margen de la ley y un profesor de religión, máximo sospechoso de los asesinatos debido a su relación directa con las víctimas, es detenido aunque al final es liberado debido a una negligencia policial.","Amazon Prime Video, Amazon Prime Video with Ads, fuboTV, Filmin",https://www.themoviedb.org/movie/171540/watch?locale=ES
Big fish,Big Fish,,2003,125,"Aventura, Fantasía, Drama",7.757,Tim Burton,en,United States of America,"""Big Fish"" cuenta la historia entre un padre moribundo, Edward Bloom (Albert Finney), y su hijo Will (Ewan McGregor), quien trata de aprender más acerca de su progenitor, reuniendo las distintas historias que este le ha contado. Así, Will recrea su vida en una serie de leyendas y mitos inspirados por los pocos hechos que conoce. Pero a partir del deseo de su madre Sandy, por reunir al padre con su hijo, este comienza a comprender la debacle de su padre. En sus relatos hay viajes alrededor del mundo, y delirios que incluyen gigantes, tornados y brujas.",,https://www.themoviedb.org/movie/587-big-fish/watch?locale=ES
Big Fish & Begonia,Big Fish & Begonia,Anime,2016,90,"Animación, Aventura, Fantasía",7.358,Liang Xuan,zh,"China, South Korea","Más allá del reino humano, existe una raza mágica de seres que controlan las mareas y el cambio de estaciones. Uno de estos seres, una joven llamada Chun, busca algo más: ¡quiere experimentar el mundo humano! A los dieciséis años, finalmente tiene su oportunidad y se transforma en un delfín para explorar el mundo que la fascina. Pero pronto descubre que es un lugar peligroso y casi muere en un vórtice. Afortunadamente, su vida se salva cuando un joven se sacrifica para salvarla. Conmovida por su amabilidad y coraje, usa magia para devolverle la vida, solo para descubrir que este poder tiene un alto precio. En una nueva aventura, tendrá que hacer sus propios sacrificios para proteger su alma hasta que esté lista para regresar al mundo humano.","Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/271706/watch?locale=ES
Big sky,A cielo abierto,,2015,95,"Drama, Suspense",4.364,Jorge Michel Grau,en,United States of America,Un adolescente que viajaba con su madre a un centro de tratamiento para su agorafobia tiene que luchar por su vida contra un hombre armado que los ataca.,,
Black coal,Black Coal,,2014,106,"Drama, Crimen, Misterio, Suspense",6.489,Diao Yinan,zh,China,"En 1999, el policía Zhang Zili abandona el cuerpo tras la traumática muerte de dos de sus compañeros durante la investigación de un asesinato finalmente no resuelto. Cinco años después, el asesino vuelve a la carga, y Zhang, convertido ahora en un guardia de seguridad con problemas de alcoholismo, se plantea intentar capturarlo por su cuenta.",Filmin,https://www.themoviedb.org/movie/255756/watch?locale=ES
Blue valentine,Blue Valentine,,2010,112,"Drama, Romance",6.962,Derek Cianfrance,en,United States of America,"Dean y Cindy llevan juntos seis años, en los que ha florecido una apasionada historia de amor, han tenido una hija juntos y han decidido casarse. Ahora su amor empieza a desmoronarse: Cindy ha perdido interés por la relación, y en un intento por juntar las piezas y reconstruir lo que habían construido juntos, Dean propone ir a pasar la noche a un hotel temático, donde eligen la “habitación del futuro”. Desde este futuro, que Dean y Cindy difícilmente podían haber intuido años atrás, iremos conociendo la historia de esta pareja. Una historia que va desvelando el misterio de por qué incluso las relaciones más esperanzadoras e intensas pueden irse al traste, en un viaje emocional que hace que dos personas ya nunca vuelvan a ser las mismas.","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/46705-blue-valentine/watch?locale=ES
Blue velvet,Terciopelo azul,,1986,120,"Misterio, Suspense, Crimen",7.6,David Lynch,en,United States of America,"Una mañana, Jeffrey Beaumont, después de visitar a su padre en el hospital, encuentra entre unos arbustos una oreja humana. La guarda en una bolsa de papel y la lleva a la comisaría de policía, donde le atiende el detective Williams, que es vecino suyo. Comienza así una misteriosa intriga que desvelará extraños sucesos acontecidos en una pequeña localidad de Carolina del Norte.",Filmin,https://www.themoviedb.org/movie/793-blue-velvet/watch?locale=ES
Blues brothers,Granujas a todo ritmo (The Blues Brothers),,1980,133,"Música, Comedia, Crimen",7.716,John Landis,en,United States of America,"Tras pasar años en la cárcel por robo a mano armada, Jake Blues es puesto en libertad por buen comportamiento. Sale de prisión vestido de la misma forma en la que entró: traje y sombrero negro y gafas oscuras. En la puerta le espera su hermano Elwood vestido de idéntica manera. Ahora, el único hogar que conocieron está en peligro. El orfelinato de Santa Elena necesita una gran cantidad de dinero. Los hermanos se ponen manos a la obra.","Movistar Plus+ Ficción Total , Movistar Plus+",https://www.themoviedb.org/movie/525-the-blues-brothers/watch?locale=ES
Border,Violencia en la frontera 2,,2026,201,"Acción, Drama, Bélica",7.2,Anurag Singh,hi,India,Jóvenes combatientes indios se prepararon para proteger su patria de una amenaza mayor durante la guerra indo-pakistaní de 1971.,"Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/1213898/watch?locale=ES
Borgman,Borgman,,2013,118,"Suspense, Drama",6.504,Alex van Warmerdam,nl,"Netherlands, Denmark, Belgium","Camiel Borgman surge en las calles tranquilas de una periferia acomodada para golpear en casa de una familia burguesa. ¿Quién es él? Un sueño, un demonio, una alegoría o ¿la encarnación real nuestros miedos?",,
Bothersome man,El inadaptado,,2006,95,"Comedia, Drama, Fantasía",7.067,Jens Lien,no,"Iceland, Norway","Andreas, sin saber cómo, acaba de llegar a una extraña ciudad. Tiene trabajo, casa e incluso esposa, pero nota que algo no va bien. La gente que lo rodea parece vacía y superficial, y sus intentos por escapar a ese tipo de vida se verán abocados al fracaso. (FILMAFFINITY)",,
Bottle Rocket,Bottle Rocket (Ladrón que roba a ladrón),wes,1996,91,"Comedia, Crimen, Drama",6.702,Wes Anderson,en,United States of America,"Dignan (Owen Wilson) y su compañero Anthony (Luke Wilson), recién salidos del manicomio donde ingresaron voluntariamente, deciden seguir por la senda del delito. Con la ayuda de su amigo Bob, que debe ayudarles a escapar, puesto que es el único que sabe conducir, intentarán cometer algunos atracos para llamar la atención de un jefe mafioso (James Caan).",Filmin,https://www.themoviedb.org/movie/13685-bottle-rocket/watch?locale=ES
Bottoms,El club de las luchadoras,LGTB,2023,91,Comedia,6.768,Emma Seligman,en,United States of America,Dos chicas poco populares de último año de instituto crean un club de la lucha para impresionar y montárselo con las animadoras. ¡Y su plan parece que funciona! Pero ¿se les acabará yendo todo de las manos?,MGM Plus Amazon Channel,https://www.themoviedb.org/movie/814776-bottoms/watch?locale=ES
Brawl in cell block 99,Brawl in Cell Block 99,carcel,2017,132,"Acción, Crimen, Suspense",6.957,S. Craig Zahler,en,United States of America,"Bradley es un exboxeador con un matrimonio a punto de romperse que pierde su empleo como mecánico de coches. Debido a esta sensación pesimista, acaba decidiendo que su mejor opción es trabajar para un viejo amigo como traficante de drogas. Esta decisión mejorará su vida hasta que se ve envuelto en un tiroteo entre la policía y sus aliados; situación que le acaba llevando a la cárcel...","Movistar Plus+ Ficción Total , SkyShowtime",https://www.themoviedb.org/movie/398175-brawl-in-cell-block-99/watch?locale=ES
Breaking the ice,La fragilidad del hielo,LGTB,2023,100,Drama,6.365,Anthony Chen,zh,"China, Singapore","En la fría y ventosa Yanji, una ciudad en el norte de China, un joven que viene de visita desde Shanghái, se siente perdido y a la deriva. Por casualidad, se une a un tour guiado por Nana, una encantadora guía turística que lo fascina instantáneamente. Ella le presenta a Xiao, un chico simpático pero frustrado por su trabajo en un restaurante. Los tres se unen rápidamente durante un fin de semana de ensueño. Enfrentando sus traumas, sus deseos se descongelan lentamente mientras buscan liberarse de un mundo helado.",Filmin,https://www.themoviedb.org/movie/923150/watch?locale=ES
Brick,El muro negro,,2025,99,"Suspense, Ciencia ficción",5.784,Philip Koch,de,Germany,"Cuando un misterioso muro de ladrillo aparece inesperadamente en torno a su edificio, Tim y Olivia deberán colaborar con sus vecinos para encontrar una salida.","Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/1425045-brick/watch?locale=ES
Brubaker,Brubaker,carcel,1980,125,"Crimen, Drama",7.092,Stuart Rosenberg,en,United States of America,"Drama basado en la historia real de Tom Murtom, el director de prisiones que conmocionó el mundo político de Arkansas al destapar los escandalosos abusos y asesinatos que tuvieron lugar en la prisión estatal. Antes de presentarse como el nuevo alcaide, Brubaker se hace pasar por un preso recién llegado, gracias a lo cual descubre que la situación en la cárcel es de corrupción endémica. Sus esfuerzos por reformar y sanear el sistema lo colocan en una situación muy peligrosa, sobre todo cuando insiste en investigar una serie de asesinatos que se cometieron unos años antes.",,
Bunny la cosa asesina,"Bunny, la cosa asesina",fene,2015,89,"Acción, Comedia, Terror",4.335,Joonas Makkonen,fi,Finland,"Un grupo de siete finlandeses se reúne para pasar un divertido fin de semana en una cabaña. Por una casualidad del destino, tres hombres extranjeros, que parecen ocultar un secreto, se unen al grupo. La fiesta en el bosque se convierte en un juego a vida o muerte cuando un extraño espécimen lanza un repentino ataque contra los ocupantes de la cabaña. La criatura, mitad hombre y mitad conejo, parece tener predilección por todo lo que recuerde a los genitales femeninos. ¡La criatura es Bunny the Killer Thing!",AMC Channels Amazon Channel,https://www.themoviedb.org/movie/343701-bunny-the-killer-thing/watch?locale=ES
Buried,Buried (Enterrado),,2010,93,Suspense,6.64,Rodrigo Cortés,en,"Spain, United States of America, France, United Kingdom","Después de ser secuestrado, Paul Conroy (Ryan Reynolds), contratista civil en Irak, se despierta enterrado vivo en un viejo ataúd de madera, sin más recursos que un teléfono móvil y un mechero. El teléfono podría ser el único medio que lo salvara de esa mortal pesadilla, pero la precariedad de la cobertura y la escasa batería parecen obstáculos insuperables en su lucha contra el tiempo: sólo dispone de 90 minutos para ser rescatado antes de que se le agote el oxígeno.",,https://www.themoviedb.org/movie/26388-buried/watch?locale=ES
Burning,El lado dulce de la traición,koreana,2023,98,"Drama, Misterio, Romance",6.254,Diego Freitas,pt,Brazil,"En esta adaptación del libro de Sue Hecker, una contable ve la traición de su pareja como una oportunidad para vivir un despertar sexual... con consecuencias peligrosas.","Netflix Standard with Ads, Netflix",https://www.themoviedb.org/movie/1173558-o-lado-bom-de-ser-traida/watch?locale=ES
Cantando bajo la lluvia,Cantando bajo la lluvia,34,1952,103,"Comedia, Romance",8.13,Stanley Donen,en,United States of America,"Antes de conocer a la aspirante a actriz Cathy Seldon, el ídolo del cine mudo Don Lockwood pensaba que lo tenía todo; fama, fortuna y éxito. Pero, tras conocerla, se da cuenta de que ella es lo que realmente faltaba en su vida. Con el nacimiento del cine sonoro, Don quiere filmar los musicales con Kathy, pero entre ambos se interpone la reina del cine mudo Lina Lamont.","Movistar Plus+ Ficción Total , Movistar Plus+, Filmin",https://www.themoviedb.org/movie/872-singin-in-the-rain/watch?locale=ES
Casablanca,Casablanca,19,1943,102,"Drama, Romance",8.1,Michael Curtiz,en,United States of America,"Durante la Segunda Guerra Mundial, Casablanca era una ciudad a la que llegaban huyendo del nazismo gentes de todas partes: llegar era fácil, pero salir era casi imposible, especialmente si el nombre del fugitivo figuraba en las listas de la Gestapo. En esta ocasión el principal objetivo de la policía secreta alemana es el líder checo y héroe de la resistencia Victor Laszlo, cuya única esperanza es Rick Blaine, propietario del 'Rick’s Café' y antiguo amante de su mujer, Ilsa. Cuando Ilsa se ofrece a quedarse a cambio de un visado para sacar a Laszlo del país, Rick deberá elegir entre su propia felicidad o el idealismo que rigió su vida en el pasado.","Movistar Plus+, Filmin, Movistar Plus+ Ficción Total , HBO Max, HBO Max Amazon Channel",https://www.themoviedb.org/movie/289-casablanca/watch?locale=ES
Cashback,Cashback,,2007,102,"Drama, Comedia, Romance",6.952,Sean Ellis,en,United Kingdom,"Ben Willis, estudiante de Bellas Artes, sufre de insomnio como consecuencia del abandono de su novia, Suzy. Para hacer más llevadera la vigilia, empieza a trabajar en el turno de noche del supermercado del barrio. Aquí conoce a gente de lo más variopinta que ha desarrollado su propia manera de hacer frente al aburrimiento de un turno de ocho horas. Ben se imagina a sí mismo parando el tiempo; de esta manera, es capaz de apreciar la belleza de un mundo congelado con la gente dentro, especialmente con Sharon, la cajera callada que quizás guarde el secreto para resolver el problema del insomnio de Ben.",Filmin,https://www.themoviedb.org/movie/12225-cashback/watch?locale=ES
Casino,Casino Royale,,2006,144,"Aventura, Acción, Suspense",7.571,Martin Campbell,en,"United Kingdom, United States of America","La primera misión del agente británico James Bond como agente 007 lo lleva hasta Le Chiffre, banquero de los terroristas de todo el mundo. Para detenerlo y desmantelar la red terrorista, Bond debe derrotarlo en una arriesgada partida de póquer en el Casino Royale. Al principio a Bond le disgusta Vesper Lynd, la hermosa oficial del Tesoro que debe vigilar el dinero del gobierno. Pero, a medida que Bond y Vesper se ven obligados a defenderse juntos de los mortales ataques de Le Chiffre y sus secuaces, nace entre ellos una atracción mutua.",MGM Plus Amazon Channel,https://www.themoviedb.org/movie/36557-casino-royale/watch?locale=ES
